id,繁體字,部首,筆畫,普通話拼音,粵拼,學習階段,字例,相關詞語數目,相關詞語
4152,遷,辵,15,qiɑ̄n,cin1〔千〕,第二學習階段,,3,遷徙、遷就、變遷
4153,遵,辵,16,zūn,zeon1〔津〕,第一學習階段,,2,遵守、遵照
4155,選,辵,16,xuɑ̌n,syun2〔損〕,第一學習階段,,20,選手、選民、選材、選拔、選票、選擇、選舉、選購、人選、入選、大選、挑選、首選、候選人、評選、當選、落選、甄選、篩選、競選
4156,遲,辵,16,chí,ci4〔池〕,第一學習階段,,3,遲到、遲鈍、遲疑
4157,遼,辵,16,liɑ́o,liu4〔聊〕,第二學習階段,,1,遼闊
4158,遺,辵,16,yí,wai4〔圍〕,第一學習階段,,9,遺失、遺忘、遺留、遺產、遺傳、遺跡、遺憾、遺體、不遺餘力
4159,避,辵,17,bì,bei6〔備〕,第一學習階段,,4,避免、避開、逃避、躲避
4161,還,辵,17,hɑ́i；huɑ́n,waan4〔頑〕,第一學習階段,①歸還 ②還是,4,還是、還原、討價還價、歸還
4162,邁,辵,17,mɑ̀i,maai6〔賣〕,第二學習階段,,1,邁進
4164,邀,辵,17,yɑ̄o,jiu1〔腰〕,第一學習階段,,2,邀請、應邀
4166,邊,辵,19,biɑ̄n,bin1〔鞭〕,第一學習階段,,14,邊防、邊界、邊境、邊遠、邊緣、邊疆、一邊、天邊、外邊、多邊形、身邊、旁邊、海邊、裏邊
4168,邏,辵,23,luó,lo4〔羅〕,第二學習階段,,2,邏輯、巡邏
4172,邪,邑,7,xié,ce4〔斜〕,第二學習階段,,1,邪惡
4173,那,邑,7,nɑ̀,naa5〔拿5〕,第一學習階段,,8,那（兒）、那些、那兒、那個、那裏、那麼、那樣、剎那
4174,邦,邑,7,bɑ̄ng,bong1〔幫〕,第二學習階段,,1,聯邦
4178,郊,邑,9,jiɑ̄o,gaau1〔交〕,第一學習階段,,5,郊外、郊區、郊野、郊遊、近郊
4179,郎,邑,9,lɑ́ng,long4〔狼〕,第一學習階段,,3,女郎、牛郎、新郎
4180,郁,邑,9,yù,juk1〔沃〕,第二學習階段,,1,濃郁
4181,郡,邑,10,jùn,gwan6〔君6〕,第二學習階段,,0,
4182,部,邑,11,bù,bou6〔步〕,第一學習階段,,20,部下、部分、部份、部件、部位、部門、部首、部族、部隊、部署、部落、一部分、一部份、大部分、大部份、內部、全部、局部、俱樂部、總部
4184,都,邑,11,dōu；dū,dou1〔刀〕,第一學習階段,①大家都去 ②都市,3,都市、大都、首都
4186,郵,邑,12,yóu,jau4〔由〕,第一學習階段,,11,郵件、郵局、郵政、郵差、郵票、郵筒、郵電、郵輪、通郵、集郵、電郵
4187,鄉,邑,12,xiɑ̄ng,hoeng1〔香〕,第二學習階段,,10,鄉下、鄉村、鄉里、鄉親、鄉鎮、水鄉、老鄉、城鄉、故鄉、家鄉
4189,鄙,邑,14,bǐ,pei2〔仳〕,第二學習階段,,1,卑鄙
4190,鄰,邑,15,lín,leon4〔倫〕,第一學習階段,,6,鄰居、鄰舍、鄰近、左鄰右舍、左鄰右里、相鄰
4191,鄭,邑,15,zhèng,zeng6〔知鏡6〕,第二學習階段,,1,鄭重
4195,酋,酉,9,qiú,jau4〔由〕,第一學習階段,,1,酋長
4197,酒,酉,10,jiǔ,zau2〔走〕,第一學習階段,,7,酒店、酒家、酒席、酒精、酒樓、啤酒、敬酒
4198,配,酉,10,pèi,pui3〔佩〕,第一學習階段,,10,配件、配合、配角、配套、配備、配搭、搭配、分配、支配、編配
4201,酣,酉,12,hɑ̄n,ham4〔含〕,第二學習階段,,1,酣睡
4203,酬,酉,13,chóu,cau4〔囚〕,第二學習階段,,3,酬賓、報酬、薪酬
4204,酪,酉,13,lɑ̀o,lok3〔洛〕；lou6〔路〕,第一學習階段,,2,芝士、奶酪
4207,酸,酉,14,suɑ̄n,syun1〔宣〕,第一學習階段,,0,
4208,酷,酉,14,kù,huk6〔斛〕,第二學習階段,,3,酷暑、酷熱、殘酷
4209,醇,酉,15,chún,seon4〔純〕,第二學習階段,,1,膽固醇
4210,醉,酉,15,zuì,zeoi3〔最〕,第二學習階段,,2,陶醉、麻醉
4211,醋,酉,15,cù,cou3〔燥〕,第二學習階段,,2,半瓶醋、半桶水
4213,醒,酉,16,xǐng,sing2〔星2〕,第一學習階段,,6,醒獅、醒覺、清醒、喚醒、提醒、驚醒
4214,醖,酉,16,yùn,wan5〔允〕,第二學習階段,,1,醖釀
4216,醜,酉,17,chǒu,cau2〔丑〕,第一學習階段,,1,醜惡
4217,醫,酉,18,yī,ji1〔衣〕,第一學習階段,,13,醫生、醫治、醫院、醫務、醫術、醫學、醫療、醫藥、中醫、行醫、西醫、求醫、留醫
4218,醬,酉,18,jiɑ̀ng,zoeng3〔帳〕,第一學習階段,,2,醬油、豉油
4220,釀,酉,24,niɑ̀ng,joeng6〔樣〕,第二學習階段,,1,醖釀
4222,采,釆,8,cɑ̌i,coi2〔彩〕,第一學習階段,,4,喝采、精采、精彩、興高采烈
4224,釋,釆,20,shì,sik1〔式〕,第一學習階段,,4,釋放、注釋、保釋、解釋
4225,里,里,7,lǐ,lei5〔李〕,第一學習階段,,6,一日千里、千里馬、公里、左鄰右舍、左鄰右里、鄉里
4226,重,里,9,chóng；zhòng,cung4〔從〕；zung6〔仲〕；cung5〔沖5〕,第一學習階段,①重新 ②重量 ③重要,35,重大、重心、重申、重任、重要、重重、重逢、重視、重量、重傷、重新、從新、重複、重點、重疊、比重、四重奏、自重、沉重、注重、側重、捲土重來、笨重、莊重、尊重、貴重、隆重、慎重、輕重、鄭重、舉足輕重、舉重、嚴重、體重、着重
4227,野,里,11,yě,je5〔冶〕,第一學習階段,,11,野心、野外、野生、野菌、野獸、野蠻、山野、田野、郊野、原野、視野
4228,量,里,12,liɑ́ng；liɑ̀ng,loeng4〔良〕；loeng6〔亮〕,第二學習階段,①大量、降雨量 ②測量,22,量度、力量、大量、小量、少量、打量、份量、分量、含量、流量、重量、音量、容量、能量、商量、測量、盡量、數量、熱量、質量、儘量、衡量
4229,釐,里,18,lí,lei4〔離〕,第一學習階段,,2,釐米、厘米
4230,金,金,8,jīn,gam1〔今〕,第一學習階段,,29,金子、金色、金秋、金魚、金牌、金黃、金碧輝煌、金鋪、金舖、金融、金錢、金額、金屬、公積金、佣金、冶金、按金、押金、美金、租金、基金、現金、黃金、資金、獎金、獎學金、薪金、薪水、贖金
4231,釘,金,10,dīng；dìng,deng1〔多鄭1〕,第一學習階段,①釘子 ②釘着對手 ③釘扣子,1,釘子
4232,針,金,10,zhēn,zam1〔砧〕,第一學習階段,,7,針灸、針對、方針、打針、指南針、萬字夾、曲別針
4237,釣,金,11,diɑ̀o,diu3〔弔〕,第一學習階段,,1,釣魚
4239,鈕,金,12,niǔ,nau2〔朽〕,第一學習階段,,2,鈕扣、按鈕
4240,鈣,金,12,gɑ̀i,koi3〔概〕,第二學習階段,,0,
4241,鈍,金,12,dùn,deon6〔頓〕,第二學習階段,,2,鈍角、遲鈍
4242,鈔,金,12,chɑ̄o,caau1〔抄〕,第一學習階段,,1,鈔票
4246,鈎,金,12,gōu,ngau1〔勾〕,第一學習階段,,0,
4248,鉗,金,13,qiɑ́n,kim4〔黔〕,第一學習階段,,0,
4252,鉛,金,13,qiɑ̄n,jyun4〔完〕,第一學習階段,,1,鉛筆
4255,鈴,金,13,líng,ling4〔凌〕,第一學習階段,,1,馬鈴薯
4256,銀,金,14,yín,ngan4〔垠〕,第一學習階段,,5,銀行、銀杏、銀河、銀牌、銀幕
4257,銅,金,14,tóng,tung4〔同〕,第一學習階段,,2,銅牌、銅像
4261,銜,金,14,xiɑ́n,haam4〔咸〕,第二學習階段,,3,銜接、頭銜、銜頭
4264,鋭,金,15,ruì,jeoi6〔裔〕,第一學習階段,,3,鋭利、尖鋭、敏鋭
4266,鋪,金,15,pū；pù,pou1〔普1〕；pou3〔普3〕,第二學習階段,①鋪設 ②牀鋪 ③店鋪 / 店舖,6,店鋪、店舖、金鋪、金舖、雜貨舖、雜貨鋪
4267,銷,金,15,xiɑ̄o,siu1〔消〕,第二學習階段,,8,銷售、銷毀、銷路、展銷、推銷、經銷、撤銷、暢銷
4268,鋤,金,15,chú,co4〔初4〕,第一學習階段,,1,鋤頭
4269,鋁,金,15,lǚ,leoi5〔旅〕,第二學習階段,,0,
4271,鋒,金,15,fēng,fung1〔封〕,第一學習階段,,3,鋒利、前鋒、衝鋒
4273,錶,金,16,biɑ̌o,biu1〔標〕,第一學習階段,,1,手錶
4274,鋸,金,16,jù,geoi3〔句〕,第一學習階段,,0,
4276,錯,金,16,cuò,co3〔挫〕；cok3〔初惡3〕,第一學習階段,①不錯，他的確很聰明 ②這盆栽長得不錯,7,錯過、錯綜複雜、錯誤、錯覺、不錯、出錯、交錯
4277,錢,金,16,qiɑ́n,cin4〔前〕,第一學習階段,,10,工錢、有錢、花錢、金錢、值錢、零用錢、零錢、價錢、壓歲錢、賺錢
4278,鋼,金,16,gɑ̄ng,gong3〔降〕,第一學習階段,,3,鋼琴、鋼筆、鋼鐵
4280,錄,金,16,lù,luk6〔六〕,第二學習階段,,10,錄取、取錄、錄音、錄像、錄影、目錄、附錄、紀錄、記錄、攝錄
4282,錐,金,16,zhuī,zeoi1〔追〕,第二學習階段,,1,錐體
4283,錦,金,16,jǐn,gam2〔敢〕,第二學習階段,,2,錦上添花、錦標
4287,鍵,金,17,jiɑ̀n,gin6〔件〕,第一學習階段,,2,鍵盤、關鍵
4290,鍋,金,17,guō,wo1〔窩〕,第一學習階段,,0,
4292,鍾,金,17,zhōng,zung1〔宗〕,第二學習階段,,1,鍾情
4294,鍛,金,17,duɑ̀n,dyun3〔端3〕,第一學習階段,,1,鍛煉
4297,鎮,金,18,zhèn,zan3〔振〕,第一學習階段,,5,鎮定、鎮壓、市鎮、城鎮、鄉鎮
4298,鎖,金,18,suǒ,so2〔所〕,第二學習階段,,4,鑰匙、鎖匙、封鎖、連鎖
4301,鏡,金,19,jìng,geng3〔頸3〕,第一學習階段,,6,鏡子、鏡頭、望遠鏡、眼鏡、跌眼鏡、顯微鏡
4303,鏟,金,19,chɑ̌n,caan2〔產〕,第二學習階段,,0,
4306,鏈,金,19,liɑ̀n,lin6〔練〕,第二學習階段,,2,項鏈、頸鏈
4311,鐘,金,20,zhōng,zung1〔終〕,第一學習階段,,6,鐘頭、分鐘、秒鐘、時鐘、點鐘、警鐘
4314,鐳,金,21,léi,leoi4〔雷〕,第二學習階段,,3,鐳射、雷射、激光
4315,鐵,金,21,tiě,tit3〔拖熱3〕,第一學習階段,,7,鐵路、鐵道、地鐵、磁鐵、輕鐵、機鐵、鋼鐵
4319,鏽,金,22,xiù,sau3〔秀〕,第二學習階段,,0,
4320,鑄,金,22,zhù,zyu3〔注〕,第二學習階段,,0,
4321,鑑,金,22,jiɑ̀n,gaam3〔尷〕,第二學習階段,,4,鑒定、鑑定、鑒於、鑑於
4322,鑒,金,22,jiɑ̀n,gaam3〔鑑〕,第二學習階段,,4,鑒定、鑑定、鑒於、鑑於
4325,鑲,金,25,xiɑ̄ng,soeng1〔商〕,第二學習階段,,0,
4326,鑰,金,25,yɑ̀o,joek6〔若〕,第二學習階段,,2,鑰匙、鎖匙
4328,鑼,金,27,luó,lo4〔羅〕,第二學習階段,,2,鑼鼓、緊鑼密鼓
4329,鑽,金,27,zuɑ̄n；zuɑ̀n,zyun3〔轉3〕,第一學習階段,,2,鑽石、鑽研
4330,鑿,金,28,zɑ́o,zok6〔昨〕,第二學習階段,,0,
4331,長,長,8,chɑ́ng；zhɑ̌ng,coeng4〔祥〕；zoeng2〔掌〕,第一學習階段,①長久 ②長大 ③校長,26,長久、長大、長方形、長者、長城、長度、長處、長短、長壽、長遠、長輩、兄長、生長、成長、助長、延長、酋長、首長、家長、師長、祕書長、專長、揚長而去、漫長、增長、擅長
4332,門,門,8,mén,mun4〔瞞〕,第一學習階段,,18,門口、門券、門票、門診、門户、上門、大門、五花八門、出門、肛門、走後門、家門、專門、部門、開門、閘門、熱門、龍門
4333,閂,門,9,shuɑ̄n,saan1〔山〕,第一學習階段,,0,
4334,閃,門,10,shɑ̌n,sim2〔陝〕,第一學習階段,,5,閃亮、閃閃、閃電、閃爍、閃耀
4335,閉,門,11,bì,bai3〔蔽〕,第二學習階段,,4,閉幕、封閉、倒閉、關閉
4337,閏,門,12,rùn,jeon6〔潤〕,第二學習階段,,1,閏年
4338,開,門,12,kɑ̄i,hoi1〔海1〕,第一學習階段,,48,開口、開心、開支、開水、開市、開夜車、開始、開拓、開放、開玩笑、開花、開門、開展、開朗、開除、開動、開埠、開採、開啟、開設、開通、開創、開發、開會、開業、開幕、開端、開墾、開學、開辦、開頭、開闊、開關、開闢、大開眼界、公開、分開、召開、打開、別開生面、走開、放開、展開、張開、盛開、敞開、避開、離開
4340,間,門,12,jiɑ̄n；jiɑ̀n,gaan1〔奸〕；gaan3〔諫〕,第一學習階段,①人間、一間屋子 ②間接,22,間接、間諜、人間、中間、日間、世間、外間、民間、坊間、其間、夜間、房間、空間、洗手間、時間、晚間、期間、腰間、瞬間、一瞬間、轉眼間、轉瞬間
4341,閒,門,12,xiɑ́n,haan4〔閑〕,第一學習階段,,4,閒暇、閒談、休閒、悠閒
4342,閘,門,13,zhɑ́,zaap6〔習〕,第二學習階段,,1,閘門
4346,閣,門,14,gé,gok3〔各〕,第二學習階段,,2,閣下、內閣
4349,閲,門,15,yuè,jyut6〔月〕,第一學習階段,,3,閲讀、訂閲、參閲
4352,闊,門,17,kuò,fut3〔科活3〕,第一學習階段,,7,闊佬、闊度、開闊、寬闊、廣闊、遼闊、擴闊
4356,闆,門,17,bɑ̌n,baan2〔板〕,第二學習階段,,1,老闆
4358,闖,門,18,chuɑ̌ng,cong2〔廠〕,第二學習階段,,0,
4360,關,門,19,guɑ̄n,gwaan1〔鰥〕,第一學習階段,,18,關切、關心、關於、關注、關係、關閉、關頭、關鍵、關懷、有關、沒關係、相關、息息相關、海關、無關、開關、機關、難關
4362,闢,門,21,pì,pik1〔辟〕,第二學習階段,,1,開闢
4365,防,阜,7,fɑ́ng,fong4〔房〕,第一學習階段,,15,防止、防守、防治、防盜、防暴、防範、防線、防禦、防衞、消防、海防、國防、提防、預防、邊防
4367,阱,阜,7,jǐng,zing6〔靜〕,第一學習階段,,1,陷阱
4370,阿,阜,8,ɑ̄；ē,aa3〔亞〕；o1〔柯〕,第一學習階段,①阿姨 ②阿諛奉承,1,阿姨
4371,阻,阜,8,zǔ,zo2〔左〕,第一學習階段,,6,阻力、阻止、阻塞、阻撓、阻擋、阻礙
4372,附,阜,8,fù,fu6〔父〕,第二學習階段,,5,附加、附件、附近、附錄、附屬
4373,限,阜,9,xiɑ̀n,haan6〔閑6〕,第一學習階段,,8,限制、限度、限期、限額、有限、界限、期限、無限
4374,陋,阜,9,lòu,lau6〔漏〕,第一學習階段,,1,簡陋
4375,陌,阜,9,mò,mak6〔麥〕,第一學習階段,,1,陌生
4376,降,阜,9,jiɑ̀ng；xiɑ́ng,gong3〔鋼〕；hong4〔杭〕,第一學習階段,①降臨 ②投降,6,降落、降臨、下降、升降、升降機、投降
4377,院,阜,10,yuɑ̀n,jyun2〔婉〕,第一學習階段,,16,院子、院校、出院、四合院、住院、法院、科學院、庭院、書院、專上院校、電影院、影院、劇院、學院、戲院、醫院
4378,陣,阜,10,zhèn,zan6〔真6〕,第一學習階段,,5,陣地、陣容、陣線、一陣子、上陣
4379,陡,阜,10,dǒu,dau2〔斗〕,第二學習階段,,1,陡峭
4381,陛,阜,10,bì,bai6〔弊〕,第一學習階段,,1,陛下
4382,除,阜,10,chú,ceoi4〔隋〕,第一學習階段,,17,除了、除夕、除外、除非、除數、扣除、刪除、戒除、拆除、消除、掃除、排除、清除、開除、解除、廢除、整除
4383,陪,阜,11,péi,pui4〔培〕,第一學習階段,,2,陪同、陪伴
4384,陵,阜,11,líng,ling4〔聆〕,第二學習階段,,1,丘陵
4385,陳,阜,11,chén,can4〔塵〕,第二學習階段,,3,陳列、陳述、陳設
4386,陸,阜,11,lù,luk6〔六〕,第一學習階段,,6,陸地、陸軍、陸續、大陸、登陸、着陸
4387,陰,阜,11,yīn,jam1〔音〕,第一學習階段,,4,陰暗、陰影、陰謀、光陰
4388,陶,阜,11,tɑ́o,tou4〔徒〕,第二學習階段,,5,陶冶、陶瓷、陶醉、薰陶、熏陶
4389,陷,阜,11,xiɑ̀n,haam6〔餡6〕,第二學習階段,,3,陷阱、缺陷、淪陷
4390,隊,阜,12,duì,deoi6〔兑6〕,第一學習階段,,14,隊友、隊伍、隊員、大隊、車隊、軍隊、排隊、球隊、船隊、部隊、領隊、樂隊、艦隊、警隊
4392,階,阜,12,jiē,gaai1〔佳〕,第一學習階段,,5,階段、階級、階梯、階層、台階
4393,陽,阜,12,yɑ́ng,joeng4〔羊〕,第一學習階段,,3,陽光、夕陽、太陽
4395,隆,阜,12,lóng,lung4〔龍〕,第二學習階段,,2,隆重、隆隆
4398,隘,阜,13,ɑ̀i,aai3〔嗌〕,第二學習階段,,1,狹隘
4399,隔,阜,13,gé,gaak3〔革〕,第二學習階段,,5,隔絕、隔壁、隔離、分隔、相隔
4401,隙,阜,13,xì,gwik1〔瓜益1〕,第二學習階段,,2,空隙、縫隙
4402,障,阜,14,zhɑ̀ng,zoeng3〔帳〕,第二學習階段,,4,障礙、保障、屏障、故障
4403,際,阜,14,jì,zai3〔制〕,第一學習階段,,6,之際、天際、交際、校際、國際、實際
4404,隧,阜,16,suì,seoi6〔瑞〕,第一學習階段,,1,隧道
4405,隨,阜,16,suí,ceoi4〔除〕,第一學習階段,,12,隨心所欲、隨手、隨地、隨行、隨即、隨身、隨便、隨後、隨時、隨處、隨意、跟隨
4406,險,阜,16,xiɑ̌n,him2〔獫〕,第一學習階段,,6,危險、保險、冒險、風險、探險、脱險
4407,隱,阜,17,yǐn,jan2〔忍〕,第二學習階段,,5,隱形、隱約、隱蔽、隱瞞、隱藏
4409,隸,隶,17,lì,dai6〔弟〕,第二學習階段,,1,奴隸
4410,隻,隹,10,zhī,zek3〔炙〕,第一學習階段,,1,船隻
4411,雀,隹,11,què,zoek3〔爵〕,第一學習階段,①小麻雀，樹上飛 ②回家打麻雀,4,雀鳥、雀躍、孔雀、麻雀
4413,雁,隹,12,yɑ̀n,ngaan6〔顏6〕,第一學習階段,,0,
4414,雅,隹,12,yɑ̌,ngaa5〔瓦〕,第二學習階段,,4,典雅、幽雅、高雅、優雅
4415,雄,隹,12,xióng,hung4〔紅〕,第二學習階段,,5,雄壯、雄偉、英雄、雌雄、羣雄
4416,集,隹,12,jí,zaap6〔習〕,第二學習階段,,17,貨櫃、集裝箱、集中、集合、集訓、集郵、集會、集資、集團、集體、召集、收集、密集、聚集、蒐集、搜集、劇集
4420,雌,隹,14,cí,ci1〔痴〕,第二學習階段,,1,雌雄
4421,雕,隹,16,diɑ̄o,diu1〔丟〕,第二學習階段,,4,雕刻、雕琢、雕塑、浮雕
4422,雖,隹,17,suī,seoi1〔須〕,第一學習階段,,2,雖然、雖説
4423,雜,隹,18,zɑ́,zaap6〔習〕,第一學習階段,,9,雜果、雜物、雜貨舖、雜貨鋪、雜誌、夾雜、嘈雜、複雜、錯綜複雜
4424,雙,隹,18,shuɑ̄ng,soeng1〔商〕,第一學習階段,,6,雙方、雙槓、雙數、雙親、雙臂、雙雙
4425,雛,隹,18,chú,co1〔初〕；co4〔鋤〕,第二學習階段,,1,雛形
4426,雞,隹,18,jī,gai1〔笄〕,第一學習階段,,2,雞蛋、落湯雞
4427,難,隹,19,nɑ́n；nɑ̀n,naan4〔挪晏4〕；naan6〔挪晏6〕,第一學習階段,①艱難 ②難民、責難,25,難以、難民、難免、難忘、難受、難怪、難度、難看、難能可貴、難得、難得一見、難堪、難道、難過、難點、難題、難關、困難、災難、為難、苦難、遇難、疑難、罹難、艱難
4428,離,隹,19,lí,lei4〔梨〕,第二學習階段,,8,離去、離婚、離開、分離、距離、隔離、遠離、脱離
4429,雨,雨,8,yǔ,jyu5〔羽〕,第一學習階段,,7,雨水、雨傘、雨點、風雨、雷雨、暴雨、暴風雨
4430,雪,雨,11,xuě,syut3〔説〕,第一學習階段,,14,冰淇淋、冰激凌、雪糕、冰棍（兒）、雪條、冰箱、雪櫃、雪上加霜、雪白、雪花、雪豹、冰雪、風雪、積雪
4432,雲,雨,12,yún,wan4〔云〕,第一學習階段,,3,雲梯、雲層、烏雲
